pack_id,pack_name,pack_round_type,pack_sort_order,question_id,question_round_type,answer_type,question_text,option_a,option_b,option_c,option_d,answer_index,answer_text,accepted_answers,explanation,audio_path,image_path
modern-260215,Modern Musicals,mixed,9999,modern-260215-091,picture,mcq,IMAGE: Identify the musical shown in this picture.,Six,Waitress,Everybody's Talking About Jamie,Kinky Boots,3.0,Kinky Boots,"[""Kinky Boots""]",This image is from Kinky Boots.,,2026-02-15/pic-011.png
modern-260215,Modern Musicals,mixed,9999,modern-260215-092,picture,mcq,IMAGE: Identify the musical shown in this picture.,Moulin Rouge! The Musical,Bat Out of Hell: The Musical,Jersey Boys,Tina: The Tina Turner Musical,3.0,Tina: The Tina Turner Musical,"[""Tina"", ""TINA"", ""Tina: The Tina Turner Musical"", ""Tina the Musical""]",This image is from Tina: The Tina Turner Musical.,,2026-02-15/pic-012.png
modern-260215,Modern Musicals,mixed,9999,modern-260215-093,picture,mcq,IMAGE: Identify the musical shown in this picture.,& Juliet,Tina: The Tina Turner Musical,Aladdin,Moulin Rouge! The Musical,3.0,Moulin Rouge! The Musical,"[""Moulin Rouge"", ""Moulin Rouge!"", ""Moulin Rouge! The Musical""]",This image is from Moulin Rouge! The Musical.,,2026-02-15/pic-013.png
modern-260215,Modern Musicals,mixed,9999,modern-260215-094,picture,mcq,IMAGE: Identify the musical shown in this picture.,Frozen,Wicked,Aladdin,The Prince of Egypt,0.0,Frozen,"[""Frozen"", ""Disney's Frozen"", ""Disney's Frozen""]",This image is from Frozen.,,2026-02-15/pic-014.png
modern-260215,Modern Musicals,mixed,9999,modern-260215-095,picture,mcq,IMAGE: Identify the musical shown in this picture.,Everybody's Talking About Jamie,Heathers: The Musical,Six,Dear Evan Hansen,1.0,Heathers: The Musical,"[""Heathers"", ""Heathers: The Musical""]",This image is from Heathers: The Musical.,,2026-02-15/pic-015.png
modern-260215,Modern Musicals,mixed,9999,modern-260215-096,picture,text,IMAGE: Type the title of the musical shown in this picture.,,,,,,Aladdin,"[""Aladdin"", ""Disney's Aladdin"", ""Disney's Aladdin""]",This image is from Aladdin.,,2026-02-15/pic-016.png
modern-260215,Modern Musicals,mixed,9999,modern-260215-097,picture,text,IMAGE: Type the title of the musical shown in this picture.,,,,,,The Prince of Egypt,"[""The Prince of Egypt"", ""Prince of Egypt""]",This image is from The Prince of Egypt.,,2026-02-15/pic-017.png
modern-260215,Modern Musicals,mixed,9999,modern-260215-098,picture,text,IMAGE: Type the title of the musical shown in this picture.,,,,,,Billy Elliot,"[""Billy Elliot"", ""Billy Elliot the Musical""]",This image is from Billy Elliot the Musical.,,2026-02-15/pic-018.png
modern-260215,Modern Musicals,mixed,9999,modern-260215-099,picture,text,IMAGE: Type the title of the musical shown in this picture.,,,,,,Jersey Boys,"[""Jersey Boys""]",This image is from Jersey Boys.,,2026-02-15/pic-019.png
modern-260215,Modern Musicals,mixed,9999,modern-260215-100,picture,text,IMAGE: Type the title of the musical shown in this picture.,,,,,,Bat Out of Hell,"[""Bat Out of Hell"", ""Bat Out of Hell: The Musical""]",This image is from Bat Out of Hell: The Musical.,,2026-02-15/pic-020.png
disney-260215,Disney Musicals,general,9999,disney-260215-001,general,mcq,"After Howard Ashman died during production, which lyricist completed the remaining songs' lyrics for Aladdin (1992)?",Stephen Schwartz,Tim Rice,David Zippel,Jack Feldman,1,Tim Rice,"[""Tim Rice"", ""Rice""]","After Ashman’s death, Tim Rice joined Alan Menken to finish the lyric work for the film.",,
disney-260215,Disney Musicals,general,9999,disney-260215-002,general,mcq,"Which Disney stage musical restored the cut song ""Proud of Your Boy""?",Frozen,Aladdin,Beauty and the Beast,Newsies,1,Aladdin,"[""Aladdin""]","""Proud of Your Boy"" appears in the stage musical Aladdin.",,
disney-260215,Disney Musicals,general,9999,disney-260215-003,general,mcq,Disney's stage musical Aida has music by which composer?,Alan Menken,Elton John,Stephen Schwartz,Randy Newman,1,Elton John,"[""Elton John"", ""John""]",Elton John wrote the music for Aida (with lyrics by Tim Rice).,,
disney-260215,Disney Musicals,general,9999,disney-260215-004,general,mcq,The songs in the 1964 film Mary Poppins were written by which songwriting duo?,The Sherman Brothers,The Gershwins,Rodgers and Hammerstein,Lerner and Loewe,0,The Sherman Brothers,"[""The Sherman Brothers""]",Richard and Robert Sherman wrote the film’s songs.,,
disney-260215,Disney Musicals,general,9999,disney-260215-005,general,mcq,Which artist wrote both music and lyrics for the stage musical Tarzan?,Phil Collins,Elton John,Alan Menken,Randy Newman,0,Phil Collins,"[""Phil Collins"", ""Collins""]",Phil Collins wrote the music and lyrics for Tarzan (musical).,,
disney-260215,Disney Musicals,general,9999,disney-260215-006,general,mcq,Who wrote the songs for the 1994 film The Lion King (with lyrics by Tim Rice)?,Hans Zimmer,Elton John,Phil Collins,Alan Menken,1,Elton John,"[""Elton John"", ""John""]","Elton John composed the film’s songs, with lyrics by Tim Rice.",,
disney-260215,Disney Musicals,general,9999,disney-260215-007,general,mcq,Which song is from The Princess and the Frog?,Almost There,Let It Go,Part of Your World,Colours of the Wind,0,Almost There,"[""Almost There""]","""Almost There"" is a key song from The Princess and the Frog.",,
disney-260215,Disney Musicals,general,9999,disney-260215-008,general,mcq,"Who wrote the lyrics for the songs in Disney's Hercules (1997), with music by Alan Menken?",Tim Rice,David Zippel,Howard Ashman,Lin-Manuel Miranda,1,David Zippel,"[""David Zippel"", ""Zippel""]",The lyrics for Hercules were written by David Zippel.,,
disney-260215,Disney Musicals,general,9999,disney-260215-009,general,mcq,"Which Disney Channel Original Movie introduced the song ""Breaking Free""?",Camp Rock,High School Musical,Descendants,Teen Beach Movie,1,High School Musical,"[""High School Musical""]","""Breaking Free"" comes from High School Musical.",,
disney-260215,Disney Musicals,general,9999,disney-260215-010,general,mcq,Who wrote the songs for Frozen (2013)?,Kristen Anderson-Lopez and Robert Lopez,Alan Menken and Howard Ashman,Elton John and Tim Rice,Randy Newman and Stephen Schwartz,0,Kristen Anderson-Lopez and Robert Lopez,"[""Kristen Anderson-Lopez and Robert Lopez"", ""Kristen Anderson-Lopez"", ""Robert Lopez"", ""The Lopezes""]",Kristen Anderson-Lopez and Robert Lopez wrote the songs for Frozen.,,
disney-260215,Disney Musicals,general,9999,disney-260215-011,general,mcq,"Which film features the song ""Colours of the Wind""?",Mulan,Pocahontas,The Little Mermaid,Tangled,1,Pocahontas,"[""Pocahontas""]","""Colours of the Wind"" is from Pocahontas.",,
disney-260215,Disney Musicals,general,9999,disney-260215-012,general,mcq,Who composed the score for the 1994 film The Lion King?,Alan Menken,Hans Zimmer,John Williams,Mark Mancina,1,Hans Zimmer,"[""Hans Zimmer"", ""Zimmer""]",Hans Zimmer composed the film score for The Lion King.,,
disney-260215,Disney Musicals,general,9999,disney-260215-013,general,mcq,"Which stage musical is based on Disney's 1996 film and has music by Alan Menken with lyrics by Stephen Schwartz?",The Hunchback of Notre Dame,Tarzan,Aida,Newsies,0,The Hunchback of Notre Dame,"[""The Hunchback of Notre Dame"", ""Hunchback of Notre Dame""]",The Disney stage musical The Hunchback of Notre Dame credits Menken and Schwartz.,,
disney-260215,Disney Musicals,general,9999,disney-260215-014,general,mcq,The stage musical Newsies is inspired by which real event?,The 1899 New York City newsboys strike,The Great Fire of London,The Boston Tea Party,The 1929 Wall Street crash,0,The 1899 New York City newsboys strike,"[""The 1899 New York City newsboys strike"", ""Newsboys Strike of 1899"", ""Newsboys' Strike of 1899""]",Newsies draws on the Newsboys’ Strike of 1899 in New York City.,,
disney-260215,Disney Musicals,general,9999,disney-260215-015,general,mcq,"Which film includes the song ""I Just Can't Wait to Be King""?",The Lion King,Aladdin,Hercules,Moana,0,The Lion King,"[""The Lion King"", ""Lion King""]","""I Just Can't Wait to Be King"" is from The Lion King.",,
disney-260215,Disney Musicals,general,9999,disney-260215-016,general,mcq,The songs for The Princess and the Frog were written by which composer?,Randy Newman,Phil Collins,Alan Menken,Danny Elfman,0,Randy Newman,"[""Randy Newman"", ""Newman""]",Randy Newman wrote the songs for The Princess and the Frog.,,
disney-260215,Disney Musicals,general,9999,disney-260215-017,general,mcq,Who voiced and sang the role of Elsa in Frozen?,Kristen Bell,Idina Menzel,Lea Salonga,Auliʻi Cravalho,1,Idina Menzel,"[""Idina Menzel"", ""Menzel""]",Idina Menzel voices and sings Elsa.,,
disney-260215,Disney Musicals,general,9999,disney-260215-018,general,mcq,Who provided Princess Jasmine's singing voice in Aladdin (1992)?,Paige O'Hara,Lea Salonga,Jodi Benson,Ming-Na Wen,1,Lea Salonga,"[""Lea Salonga"", ""Salonga""]",Lea Salonga provided Jasmine’s singing voice.,,
disney-260215,Disney Musicals,general,9999,disney-260215-019,general,mcq,"In Moana, which song does Maui sing to boast about his achievements?",You're Welcome,How Far I'll Go,Under the Sea,Go the Distance,0,You're Welcome,"[""You're Welcome""]","""You're Welcome"" is Maui’s big boastful song.",,
disney-260215,Disney Musicals,general,9999,disney-260215-020,general,mcq,Which of these Disney shows opened on Broadway first?,The Lion King,Beauty and the Beast,Aladdin,Tarzan,1,Beauty and the Beast,"[""Beauty and the Beast"", ""Beauty & the Beast""]","Beauty and the Beast opened on Broadway in 1994, earlier than the others listed.",,
disney-260215,Disney Musicals,general,9999,disney-260215-021,general,mcq,"In The Lion King stage musical, which song appears as 'They Live in You' in Act I and later as 'He Lives in You' in Act II?",He Lives in You,Can You Feel the Love Tonight,Be Prepared,Hakuna Matata,0,He Lives in You,"[""He Lives in You"", ""They Live in You""]","The stage show uses 'They Live in You' and 'He Lives in You' as linked versions of the same song.",,
disney-260215,Disney Musicals,general,9999,disney-260215-022,general,mcq,"Who wrote the lyrics for the songs in The Little Mermaid (1989), with music by Alan Menken?",Howard Ashman,Tim Rice,Stephen Schwartz,David Zippel,0,Howard Ashman,"[""Howard Ashman"", ""Ashman""]",Howard Ashman wrote the lyrics for the film’s songs.,,
disney-260215,Disney Musicals,general,9999,disney-260215-023,general,mcq,"Which animated film includes the song ""I'll Make a Man Out of You""?",Mulan,Pocahontas,Hercules,Frozen,0,Mulan,"[""Mulan""]","""I'll Make a Man Out of You"" is from Mulan.",,
disney-260215,Disney Musicals,general,9999,disney-260215-024,general,mcq,"Which film includes the song ""A Whole New World""?",The Little Mermaid,Aladdin,Beauty and the Beast,The Lion King,1,Aladdin,"[""Aladdin""]","""A Whole New World"" is from Aladdin.",,
disney-260215,Disney Musicals,general,9999,disney-260215-025,general,mcq,"Which Disney stage musical includes both ""Gaston"" and ""Be Our Guest""?",Beauty and the Beast,Aida,Tarzan,Newsies,0,Beauty and the Beast,"[""Beauty and the Beast"", ""Beauty & the Beast""]",Both songs appear in Beauty and the Beast adaptations.,,
disney-260215,Disney Musicals,general,9999,disney-260215-026,general,mcq,"Which film includes the song ""Part of Your World""?",Moana,The Little Mermaid,Frozen,Cinderella,1,The Little Mermaid,"[""The Little Mermaid"", ""Little Mermaid""]","""Part of Your World"" is from The Little Mermaid.",,
disney-260215,Disney Musicals,general,9999,disney-260215-027,general,mcq,"Pocahontas (1995) has music by Alan Menken and lyrics by which lyricist?",Stephen Schwartz,Howard Ashman,Tim Rice,David Zippel,0,Stephen Schwartz,"[""Stephen Schwartz"", ""Schwartz""]",Stephen Schwartz wrote the lyrics for Pocahontas.,,
disney-260215,Disney Musicals,general,9999,disney-260215-028,general,mcq,Who wrote the music for The Nightmare Before Christmas (1993) and also provided Jack Skellington's singing voice?,Danny Elfman,Randy Newman,Alan Menken,Hans Zimmer,0,Danny Elfman,"[""Danny Elfman"", ""Elfman""]",Danny Elfman wrote the songs and performed Jack’s singing voice.,,
disney-260215,Disney Musicals,general,9999,disney-260215-029,general,mcq,"Which film includes the song ""Zero to Hero""?",Hercules,Tarzan,Aladdin,Frozen,0,Hercules,"[""Hercules""]","""Zero to Hero"" is a song from Hercules.",,
disney-260215,Disney Musicals,general,9999,disney-260215-030,general,mcq,"In which film would you hear the villain song ""Poor Unfortunate Souls""?",The Little Mermaid,Beauty and the Beast,The Princess and the Frog,Moana,0,The Little Mermaid,"[""The Little Mermaid"", ""Little Mermaid""]","""Poor Unfortunate Souls"" is Ursula’s song in The Little Mermaid.",,
disney-260215,Disney Musicals,general,9999,disney-260215-031,general,mcq,The city of Agrabah is the setting for which story?,Aida,Aladdin,Newsies,Frozen,1,Aladdin,"[""Aladdin""]",Agrabah is the setting of Aladdin.,,
disney-260215,Disney Musicals,general,9999,disney-260215-032,general,mcq,"In which film would you hear Scar sing ""Be Prepared""?",The Lion King,Tarzan,Hercules,Pocahontas,0,The Lion King,"[""The Lion King"", ""Lion King""]","""Be Prepared"" is from The Lion King.",,
disney-260215,Disney Musicals,general,9999,disney-260215-033,general,mcq,Which song is sung by Dr Facilier in The Princess and the Frog?,Friends on the Other Side,You're Welcome,Gaston,Under the Sea,0,Friends on the Other Side,"[""Friends on the Other Side""]","""Friends on the Other Side"" is Dr Facilier’s song.",,
disney-260215,Disney Musicals,general,9999,disney-260215-034,general,mcq,"In the stage musical Frozen, which Elsa solo in Act II explores her fear of being seen as a monster?",Let It Go,Monster,For the First Time in Forever,Love Is an Open Door,1,Monster,"[""Monster""]","""Monster"" is an Act II Elsa solo written for the stage show.",,
disney-260215,Disney Musicals,general,9999,disney-260215-035,general,mcq,"In the Broadway production of Disney's Aladdin, who originated the role of Genie?",Michael James Scott,James Monroe Iglehart,Jonathan Freeman,Josh Gad,1,James Monroe Iglehart,"[""James Monroe Iglehart"", ""Iglehart""]",James Monroe Iglehart originated the Genie on Broadway.,,
disney-260215,Disney Musicals,general,9999,disney-260215-036,general,mcq,Which of these was one of Newsies' Tony Award wins in 2012?,Best Original Score,Best Musical,Best Book of a Musical,Best Actress in a Musical,0,Best Original Score,"[""Best Original Score""]",Newsies won the Tony Award for Best Original Score.,,
disney-260215,Disney Musicals,general,9999,disney-260215-037,general,mcq,The Disney musical The Hunchback of Notre Dame features music by Alan Menken and lyrics by which lyricist?,Stephen Schwartz,Tim Rice,Howard Ashman,Jack Feldman,0,Stephen Schwartz,"[""Stephen Schwartz"", ""Schwartz""]",Stephen Schwartz wrote the lyrics for Disney’s Hunchback songs.,,
disney-260215,Disney Musicals,general,9999,disney-260215-038,general,mcq,Which of these writers is one of the credited book writers for Disney's Aida?,Linda Woolverton,Arthur Laurents,Marsha Norman,Harvey Fierstein,0,Linda Woolverton,"[""Linda Woolverton"", ""Woolverton""]","Linda Woolverton is credited as a book writer for Aida (alongside Robert Falls and David Henry Hwang).",,
disney-260215,Disney Musicals,general,9999,disney-260215-039,general,mcq,"Which film includes the song ""Go the Distance""?",Hercules,Mulan,Moana,Frozen,0,Hercules,"[""Hercules""]","""Go the Distance"" is from Hercules.",,
disney-260215,Disney Musicals,general,9999,disney-260215-040,general,mcq,"Which character leads the song ""Be Our Guest"" in Beauty and the Beast?",Lumière,Cogsworth,The Beast,Gaston,0,Lumière,"[""Lumière"", ""Lumiere""]","Lumière leads ""Be Our Guest"".",,
disney-260215,Disney Musicals,general,9999,disney-260215-041,general,text,Name the Sherman Brothers (first and last names).,,,,,,Richard M. Sherman and Robert B. Sherman,"[""Richard Sherman and Robert Sherman"", ""Robert Sherman and Richard Sherman"", ""Richard M. Sherman and Robert B. Sherman"", ""Robert B. Sherman and Richard M. Sherman"", ""The Sherman Brothers""]",They are the brothers who wrote the songs for Mary Poppins (1964).,,
disney-260215,Disney Musicals,general,9999,disney-260215-042,general,text,Who wrote the lyrics for the stage musical Newsies?,,,,,,Jack Feldman,"[""Jack Feldman"", ""Feldman""]","Jack Feldman wrote the lyrics, with music by Alan Menken.",,
disney-260215,Disney Musicals,general,9999,disney-260215-043,general,text,"In Aida, what is the name of the Egyptian princess who becomes Aida's rival and friend?",,,,,,Amneris,"[""Amneris""]",Amneris is the Egyptian princess in Disney’s Aida.,,
disney-260215,Disney Musicals,general,9999,disney-260215-044,general,text,"In Frozen, what is the name of the kingdom where the story is set?",,,,,,Arendelle,"[""Arendelle""]",Arendelle is the kingdom in Frozen.,,
disney-260215,Disney Musicals,general,9999,disney-260215-045,general,text,What is the title of Frozen's Academy Award winning song (Best Original Song)?,,,,,,Let It Go,"[""Let It Go"", ""Let It Go (Frozen)""]","""Let It Go"" won the Academy Award for Best Original Song.",,
disney-260215,Disney Musicals,general,9999,disney-260215-046,general,text,Who wrote the lyrics for the film songs in The Lion King (1994)?,,,,,,Tim Rice,"[""Tim Rice"", ""Rice""]",Tim Rice wrote the lyrics for the film’s songs.,,
disney-260215,Disney Musicals,general,9999,disney-260215-047,general,text,What is the opening number of The Lion King stage musical?,,,,,,Circle of Life,"[""Circle of Life"", ""The Circle of Life""]","""Circle of Life"" opens the stage show.",,
disney-260215,Disney Musicals,general,9999,disney-260215-048,general,text,"What is the title of Moana's big ""edge of the water"" song?",,,,,,How Far I'll Go,"[""How Far I'll Go"", ""How Far I'll Go (Moana)""]","""How Far I'll Go"" is Moana’s key solo.",,
disney-260215,Disney Musicals,general,9999,disney-260215-049,general,text,Who wrote the music for the songs in Mulan (1998)?,,,,,,Matthew Wilder,"[""Matthew Wilder"", ""Wilder""]","Matthew Wilder wrote the music for Mulan’s songs (with lyrics by David Zippel).",,
disney-260215,Disney Musicals,general,9999,disney-260215-050,general,text,Who wrote the book for the stage musical Tarzan?,,,,,,David Henry Hwang,"[""David Henry Hwang"", ""Hwang""]","David Henry Hwang wrote the book for Tarzan (musical).",,
warmup,01 Warm-up,general,10,warmup-001,general,mcq,"Which musical features the song Defying Gravity?",Wicked,Cats,Chicago,Mamma Mia,0,,,,,
warmup,01 Warm-up,general,10,warmup-002,general,mcq,"Which musical is set on the roof of Anatevka?",Fiddler on the Roof,Oliver,Annie,Grease,0,,,,,
warmup,01 Warm-up,general,10,warmup-003,general,mcq,"Who wrote the music and lyrics for Hamilton?",Lin-Manuel Miranda,Stephen Sondheim,Andrew Lloyd Webber,Claude-Michel Schonberg,0,,,,,
warmup,01 Warm-up,general,10,warmup-004,general,mcq,"Which musical features the character Jean Valjean?",Les Miserables,Phantom of the Opera,West Side Story,The Sound of Music,0,,,,,
warmup,01 Warm-up,general,10,warmup-005,general,mcq,"Seasons of Love is a song from which musical?",Rent,Company,Cabaret,Matilda,0,,,,,
warmup,01 Warm-up,general,10,warmup-006,general,mcq,"Which musical features the barber Sweeney Todd?",Sweeney Todd,Hadestown,Joseph and the Amazing Technicolor Dreamcoat,The Producers,0,,,,,
warmup,01 Warm-up,general,10,warmup-007,general,mcq,"Which musical includes the characters Simba and Nala?",The Lion King,The Jungle Book,Aladdin,Beauty and the Beast,0,,,,,
warmup,01 Warm-up,general,10,warmup-008,general,mcq,"You Will Be Found is from which musical?",Dear Evan Hansen,Next to Normal,Six,Heathers,0,,,,,
warmup,01 Warm-up,general,10,warmup-009,general,mcq,"Which musical is set during the French Revolution and beyond?",Les Miserables,Evita,Miss Saigon,Chess,0,,,,,
warmup,01 Warm-up,general,10,warmup-010,general,mcq,"Which musical takes place in a Greek taverna and features Dancing Queen?",Mamma Mia,Grease,Hairspray,Legally Blonde,0,,,,,
warmup,01 Warm-up,general,10,warmup-011,general,mcq,"Which musical features the song Memory?",Cats,Starlight Express,Company,Matilda,0,,,,,
warmup,01 Warm-up,general,10,warmup-012,general,mcq,"Which musical is about a spelling bee?",The 25th Annual Putnam County Spelling Bee,Be More Chill,School of Rock,Everybody's Talking About Jamie,0,,,,,
warmup,01 Warm-up,general,10,warmup-013,general,mcq,"Which musical is set in the Kit Kat Club?",Cabaret,Chicago,Oklahoma,Newsies,0,,,,,
warmup,01 Warm-up,general,10,warmup-014,general,mcq,"Which musical is about a group of missionaries in Uganda?",The Book of Mormon,Come From Away,Once,The Band's Visit,0,,,,,
warmup,01 Warm-up,general,10,warmup-015,general,mcq,"Which musical features the character Eliza Schuyler?",Hamilton,Six,Anastasia,The Sound of Music,0,,,,,
shows,02 Shows and Creatives,general,20,shows-001,general,mcq,"Who wrote the music for The Phantom of the Opera?",Andrew Lloyd Webber,Alan Menken,Jason Robert Brown,Marc Shaiman,0,,,,,
shows,02 Shows and Creatives,general,20,shows-002,general,mcq,"In Wicked what is Glinda's original name?",Galinda,Elphaba,Nessarose,Morrible,0,,,,,
shows,02 Shows and Creatives,general,20,shows-003,general,mcq,"Which musical is set in Newfoundland during 9/11?",Come From Away,Once,The Band's Visit,Amelie,0,,,,,
shows,02 Shows and Creatives,general,20,shows-004,general,mcq,"Which musical is based on a graphic novel about a teenage girl called Alison?",Fun Home,Spring Awakening,Next to Normal,Heathers,0,,,,,
shows,02 Shows and Creatives,general,20,shows-005,general,mcq,"Which musical features the song One Day More?",Les Miserables,Miss Saigon,Evita,Chess,0,,,,,
shows,02 Shows and Creatives,general,20,shows-006,general,mcq,"Which show includes the character Jean-Ralphio? (Trick question)",None of these,The Book of Mormon,Legally Blonde,The Producers,0,,,,,
shows,02 Shows and Creatives,general,20,shows-007,general,mcq,"Which musical is set around the opening of the Brooklyn Bridge?",Newsies,Ragtime,Annie,Oliver,0,,,,,
shows,02 Shows and Creatives,general,20,shows-008,general,mcq,"Which musical features the character Veronica Sawyer?",Heathers,Mean Girls,Be More Chill,Six,0,,,,,
shows,02 Shows and Creatives,general,20,shows-009,general,mcq,"Which musical features a plant called Audrey II?",Little Shop of Horrors,Beetlejuice,Spamalot,Shrek,0,,,,,
shows,02 Shows and Creatives,general,20,shows-010,general,mcq,"Which musical is set in a 1950s high school and features Danny and Sandy?",Grease,Hairspray,West Side Story,Bye Bye Birdie,0,,,,,
shows,02 Shows and Creatives,general,20,shows-011,general,mcq,"Which musical retells the myth of Orpheus and Eurydice?",Hadestown,Once On This Island,The Light in the Piazza,The Secret Garden,0,,,,,
shows,02 Shows and Creatives,general,20,shows-012,general,mcq,"Which show features the song Cell Block Tango?",Chicago,Cabaret,Company,Cats,0,,,,,
shows,02 Shows and Creatives,general,20,shows-013,general,mcq,"Which musical features Tracy Turnblad?",Hairspray,Grease,Legally Blonde,Matilda,0,,,,,
shows,02 Shows and Creatives,general,20,shows-014,general,mcq,"Which musical includes the character Eponine?",Les Miserables,Phantom of the Opera,West Side Story,Anastasia,0,,,,,
shows,02 Shows and Creatives,general,20,shows-015,general,mcq,"Which musical is based on the film about a blonde law student named Elle Woods?",Legally Blonde,Mean Girls,Heathers,Six,0,,,,,
shows,02 Shows and Creatives,general,20,shows-016,general,mcq,"Which musical features the song Being Alive?",Company,Cabaret,Cats,Matilda,0,,,,,
shows,02 Shows and Creatives,general,20,shows-017,general,mcq,"Which musical is set in a Berlin nightclub as politics darken outside?",Cabaret,Chicago,Newsies,Once,0,,,,,
shows,02 Shows and Creatives,general,20,shows-018,general,mcq,"Which musical is based on the film about a dead couple haunting their house?",Beetlejuice,The Addams Family,Little Shop of Horrors,Spamalot,0,,,,,
shows,02 Shows and Creatives,general,20,shows-019,general,mcq,"Which musical features the song Waving Through a Window?",Dear Evan Hansen,Next to Normal,Spring Awakening,Be More Chill,0,,,,,
shows,02 Shows and Creatives,general,20,shows-020,general,mcq,"Which musical is set in a Catholic school and features Sister Mary Patrick?",Sister Act,The Sound of Music,Annie,Matilda,0,,,,,
songs,03 Songs to Shows,general,30,songs-001,general,mcq,"Which show includes the song I Dreamed a Dream?",Les Miserables,Miss Saigon,Evita,Chess,0,,,,,
songs,03 Songs to Shows,general,30,songs-002,general,mcq,"Which show includes the song On My Own?",Les Miserables,Phantom of the Opera,Once,The Band's Visit,0,,,,,
songs,03 Songs to Shows,general,30,songs-003,general,mcq,"Which show includes the song Don’t Cry for Me Argentina?",Evita,Chicago,Cabaret,Mamma Mia,0,,,,,
songs,03 Songs to Shows,general,30,songs-004,general,mcq,"Which show includes the song Luck Be a Lady?",Guys and Dolls,Company,Oliver,Annie,0,,,,,
songs,03 Songs to Shows,general,30,songs-005,general,mcq,"Which show includes the song The Wizard and I?",Wicked,The Wizard of Oz,The Sound of Music,Anastasia,0,,,,,
songs,03 Songs to Shows,general,30,songs-006,general,mcq,"Which show includes the song Let It Go? (Trick question)",None of these,Frozen,The Lion King,Aladdin,0,,,,,
songs,03 Songs to Shows,general,30,songs-007,general,mcq,"Which show includes the song What I Did for Love?",A Chorus Line,Chicago,Cabaret,Company,0,,,,,
songs,03 Songs to Shows,general,30,songs-008,general,mcq,"Which show includes the song Tomorrow?",Annie,Matilda,Oliver,Newsies,0,,,,,
songs,03 Songs to Shows,general,30,songs-009,general,mcq,"Which show includes the song America?",West Side Story,In the Heights,Company,Chicago,0,,,,,
songs,03 Songs to Shows,general,30,songs-010,general,mcq,"Which show includes the song Being Prepared? (Trick question)",None of these,The Lion King,Oliver,Matilda,0,,,,,
typed,04 Typed Answers,general,40,typed-001,general,text,"Name the musical with the song Defying Gravity.",,,,,,Wicked,wicked|wicked the musical,,,
typed,04 Typed Answers,general,40,typed-002,general,text,"Name the musical set in the Kit Kat Club.",,,,,,Cabaret,cabaret,,,
typed,04 Typed Answers,general,40,typed-003,general,text,"Name the musical about a spelling bee.",,,,,,The 25th Annual Putnam County Spelling Bee,spelling bee|putnam spelling bee,,,
typed,04 Typed Answers,general,40,typed-004,general,text,"Name the musical that features Jean Valjean.",,,,,,Les Miserables,les mis|les miserables,,,
typed,04 Typed Answers,general,40,typed-005,general,text,"Name the musical about a barber called Sweeney Todd.",,,,,,Sweeney Todd,sweeney todd,,,
audio1,05 Audio Round,audio,50,audio1-001,audio,mcq,"Audio round: identify the show from the clip",Wicked,Les Miserables,Hamilton,Chicago,0,,,,audio/karaoke,
pic1,06 Picture Round,picture,60,pic1-001,picture,mcq,"Picture round: what show is this from?",Wicked,Les Miserables,Hamilton,Chicago,0,,,,,images/posters
